	proMS	co-cultures	product	seq_id	source	type	start	end	score	strand	phase	attributes	Name	eC_number	gene	inference	locus_tag	note	organism	Dbxref	Note	Parent	anticodon	bound_moiety	end_range	gbkey	gene_biotype	gene_synonym	genome	mol_type	old_locus_tag	partial	protein_id	pseudo	regulatory_class	start_range	strain	transl_table
MIT9301_00584	0.0980123334505079	0.1185221230097744	Putative translation initiation inhibitor%2C yjgF family	MIT9301_1	Prodigal:2.6	CDS	510528	510920	.	-	0	ID=MIT9301_00584;Name=tdcF;gene=tdcF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17207.1;locus_tag=MIT9301_00584;product=Putative translation initiation inhibitor%2C yjgF family	tdcF		tdcF	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17207.1	MIT9301_00584		MIT9301																			
MIT9301_00231	0.0550643547309742	-0.5562705367077065	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	215189	215506	.	-	0	ID=MIT9301_00231;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69516.1;locus_tag=MIT9301_00231;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69516.1	MIT9301_00231	Conserved hypothetical protein	MIT9301																			
MIT9301_00592	-0.0456612724703477	-0.025321189805066	Glutathione S-transferase	MIT9301_1	Prodigal:2.6	CDS	517589	518818	.	-	0	ID=MIT9301_00592;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69908.1;locus_tag=MIT9301_00592;product=Glutathione S-transferase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69908.1	MIT9301_00592		MIT9301																			
MIT9301_01670	-0.0960699648199742	-0.3045091782982724	PBS lyase HEAT-like repeat protein	MIT9301_1	Prodigal:2.6	CDS	1397615	1398382	.	-	0	ID=MIT9301_01670;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50633.1;locus_tag=MIT9301_01670;product=PBS lyase HEAT-like repeat protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50633.1	MIT9301_01670		MIT9301																			
MIT9301_01390	0.1012178606402284	-0.5690119401515498	tRNA-Arg(tct)	MIT9301_1	Aragorn:1.2	tRNA	1164230	1164305	.	+	.	ID=MIT9301_01390;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=MIT9301_01390;product=tRNA-Arg(tct)				COORDINATES:profile:Aragorn:1.2	MIT9301_01390		MIT9301																			
MIT9301_00328	-0.139685084502871	0.7598313161373443	phycobilisome protein	MIT9301_1	Prodigal:2.6	CDS	303336	303848	.	+	0	ID=MIT9301_00328;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49368.1;locus_tag=MIT9301_00328;product=phycobilisome protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49368.1	MIT9301_00328		MIT9301																			
MIT9301_01509	0.0570794165045954	-0.8529978111774641	putative GPH family sugar transporter	MIT9301_1	Prodigal:2.6	CDS	1277405	1278802	.	+	0	ID=MIT9301_01509;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50481.1;locus_tag=MIT9301_01509;product=putative GPH family sugar transporter				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50481.1	MIT9301_01509		MIT9301																			
MIT9301_00146	-0.0620346107891074	-0.0801767189099496	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	134240	134866	.	+	0	ID=MIT9301_00146;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16768.1;locus_tag=MIT9301_00146;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16768.1	MIT9301_00146		MIT9301																			
MIT9301_01902	0.0475401424983529	0.7431092678517794	chaperone protein DnaK	MIT9301_1	Prodigal:2.6	CDS	1625372	1627279	.	-	0	ID=MIT9301_01902;Name=dnaK_2;gene=dnaK_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE41096.1;locus_tag=MIT9301_01902;product=chaperone protein DnaK	dnaK_2		dnaK_2	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE41096.1	MIT9301_01902		MIT9301																			
MIT9301_01821	0.035618702722872	0.0338507576372297	putative adenosylhomocysteinase	MIT9301_1	Prodigal:2.6	CDS	1537826	1539244	.	-	0	ID=MIT9301_01821;eC_number=3.3.1.1;Name=sam1;gene=sam1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM73021.1;locus_tag=MIT9301_01821;product=putative adenosylhomocysteinase	sam1	3.3.1.1	sam1	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM73021.1	MIT9301_01821		MIT9301																			
MIT9301_01478	0.0658692694511187	-0.7545177365055462	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1249644	1250315	.	-	0	ID=MIT9301_01478;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50452.1;locus_tag=MIT9301_01478;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50452.1	MIT9301_01478	conserved hypothetical protein	MIT9301																			
MIT9301_01640	0.0558906939895656	0.4912838121879667	ATP synthase gamma subunit	MIT9301_1	Prodigal:2.6	CDS	1372042	1372992	.	-	0	ID=MIT9301_01640;eC_number=3.6.3.14;Name=atpC_2;gene=atpC_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19909.1;locus_tag=MIT9301_01640;product=ATP synthase gamma subunit	atpC_2	3.6.3.14	atpC_2	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19909.1	MIT9301_01640		MIT9301																			
MIT9301_01017	0.0329953314198448	0.9848029175658962	Putative CbbY-like protein	MIT9301_1	Prodigal:2.6	CDS	877514	878275	.	-	0	ID=MIT9301_01017;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70302.1;locus_tag=MIT9301_01017;product=Putative CbbY-like protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70302.1	MIT9301_01017		MIT9301																			
MIT9301_01649	0.0603418177376582	-0.6679293576055887	Cytochrome c-type bioproteinsis protein CcdA (DsbD-like)	MIT9301_1	Prodigal:2.6	CDS	1379361	1380017	.	+	0	ID=MIT9301_01649;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF85522.1;locus_tag=MIT9301_01649;product=Cytochrome c-type bioproteinsis protein CcdA (DsbD-like)				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF85522.1	MIT9301_01649		MIT9301																			
MIT9301_00623	-0.0689441459726295	-0.0060149928325094	Putative glucokinase	MIT9301_1	Prodigal:2.6	CDS	549579	550613	.	-	0	ID=MIT9301_00623;eC_number=2.7.1.2;Name=glk;gene=glk;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69938.1;locus_tag=MIT9301_00623;product=Putative glucokinase	glk	2.7.1.2	glk	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69938.1	MIT9301_00623		MIT9301																			
MIT9301_00411	0.063692682484038	-0.4191842386183204	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	357343	357828	.	+	0	ID=MIT9301_00411;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17033.1;locus_tag=MIT9301_00411;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17033.1	MIT9301_00411	conserved hypothetical protein	MIT9301																			
MIT9301_00618	-0.0650311874490559	0.0857734209051569	putative dihydroneopterin aldolase	MIT9301_1	Prodigal:2.6	CDS	543947	544309	.	+	0	ID=MIT9301_00618;eC_number=4.1.2.25;Name=folB;gene=folB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17240.1;locus_tag=MIT9301_00618;product=putative dihydroneopterin aldolase	folB	4.1.2.25	folB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17240.1	MIT9301_00618		MIT9301																			
MIT9301_00533	0.0547008288744164	-0.7717693985282976	Adenylosuccinate synthetase	MIT9301_1	Prodigal:2.6	CDS	463866	465176	.	-	0	ID=MIT9301_00533;eC_number=6.3.4.4;Name=purA%2CadeK;gene=purA%2CadeK;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18965.1;locus_tag=MIT9301_00533;product=Adenylosuccinate synthetase	purA%2CadeK	6.3.4.4	purA%2CadeK	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18965.1	MIT9301_00533		MIT9301																			
MIT9301_01567	-0.0823929960713529	0.5132065097489171	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1323653	1323835	.	+	0	ID=MIT9301_01567;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18189.1;locus_tag=MIT9301_01567;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18189.1	MIT9301_01567	Conserved hypothetical protein	MIT9301																			
MIT9301_00916	-0.0542898184741608	-0.4841391719908477	putative cAMP phosphodiesterases class-II	MIT9301_1	Prodigal:2.6	CDS	789356	789712	.	-	0	ID=MIT9301_00916;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17540.1;locus_tag=MIT9301_00916;product=putative cAMP phosphodiesterases class-II				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17540.1	MIT9301_00916		MIT9301																			
MIT9301_00475	0.0820098277928695	-0.9543756340955374	putative protein	MIT9301_1	Prodigal:2.6	CDS	418065	418244	.	+	0	ID=MIT9301_00475;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69796.1;locus_tag=MIT9301_00475;product=putative protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69796.1	MIT9301_00475		MIT9301																			
MIT9301_01255	-0.0867053402594701	0.4108136157440651	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1064083	1064688	.	+	0	ID=MIT9301_01255;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17879.1;locus_tag=MIT9301_01255;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17879.1	MIT9301_01255		MIT9301																			
MIT9301_00558	-0.1160544568217736	0.8011955994488881	fatty aldehyde decarbonylase	MIT9301_1	Prodigal:2.6	CDS	488075	488830	.	+	0	ID=MIT9301_00558;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49593.1;locus_tag=MIT9301_00558;product=fatty aldehyde decarbonylase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49593.1	MIT9301_00558		MIT9301																			
MIT9301_01158	0.0536207335671407	0.4009245833080612	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	971666	972085	.	-	0	ID=MIT9301_01158;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50122.1;locus_tag=MIT9301_01158;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50122.1	MIT9301_01158	conserved hypothetical protein	MIT9301																			
MIT9301_01427	0.0387615997918509	-0.0333320740141903	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1198984	1200096	.	+	0	ID=MIT9301_01427;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18054.1;locus_tag=MIT9301_01427;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18054.1	MIT9301_01427		MIT9301																			
MIT9301_01530	0.0601841910746947	-0.2892144065862115	50S ribosomal protein L21	MIT9301_1	Prodigal:2.6	CDS	1298653	1299093	.	+	0	ID=MIT9301_01530;Name=rplU;gene=rplU;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70828.1;locus_tag=MIT9301_01530;product=50S ribosomal protein L21	rplU		rplU	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70828.1	MIT9301_01530		MIT9301																			
MIT9301_00052	-0.0555545528194014	0.042298317954086	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	MIT9301_1	Prodigal:2.6	CDS	55579	57051	.	+	0	ID=MIT9301_00052;eC_number=6.3.5.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49110.1;locus_tag=MIT9301_00052;product=aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B		6.3.5.-		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49110.1	MIT9301_00052		MIT9301																			
MIT9301_00839	-0.0613873554736414	-0.7899845001302921	phosphoribosylformylglycinamidine synthase%2C purS protein	MIT9301_1	Prodigal:2.6	CDS	729229	729483	.	+	0	ID=MIT9301_00839;Name=purS;gene=purS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE39245.1;locus_tag=MIT9301_00839;product=phosphoribosylformylglycinamidine synthase%2C purS protein	purS		purS	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE39245.1	MIT9301_00839		MIT9301																			
MIT9301_01689	-0.0442835148029306	0.0739800042347171	Fe-S oxidoreductase	MIT9301_1	Prodigal:2.6	CDS	1421697	1423316	.	+	0	ID=MIT9301_01689;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV51379.1;locus_tag=MIT9301_01689;product=Fe-S oxidoreductase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV51379.1	MIT9301_01689		MIT9301																			
MIT9301_00440	-0.0310798363361881	-0.0451851209146293	GTP-binding protein LepA	MIT9301_1	Prodigal:2.6	CDS	383857	385665	.	+	0	ID=MIT9301_00440;Name=lepA;gene=lepA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18879.1;locus_tag=MIT9301_00440;product=GTP-binding protein LepA	lepA		lepA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18879.1	MIT9301_00440		MIT9301																			
MIT9301_01665	-0.061710240890138	0.2430918036383518	putative glucose inhibited division protein B	MIT9301_1	Prodigal:2.6	CDS	1394583	1395296	.	+	0	ID=MIT9301_01665;eC_number=2.7.1.19;Name=gidB;gene=gidB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70960.1;locus_tag=MIT9301_01665;product=putative glucose inhibited division protein B	gidB	2.7.1.19	gidB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70960.1	MIT9301_01665		MIT9301																			
MIT9301_00016	-0.0638753258874447	0.5371562388996566	Heat shock protein GrpE	MIT9301_1	Prodigal:2.6	CDS	18317	19036	.	+	0	ID=MIT9301_00016;Name=grpE;gene=grpE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49634.1;locus_tag=MIT9301_00016;product=Heat shock protein GrpE	grpE		grpE	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49634.1	MIT9301_00016		MIT9301																			
MIT9301_01051	0.0671816507621265	1.3025635796535624	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	911421	911810	.	+	0	ID=MIT9301_01051;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17673.1;locus_tag=MIT9301_01051;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17673.1	MIT9301_01051	conserved hypothetical protein	MIT9301																			
MIT9301_00266	0.0552551593387769	0.4456541312403659	Thymidylate synthase complementing protein ThyX	MIT9301_1	Prodigal:2.6	CDS	247782	248414	.	-	0	ID=MIT9301_00266;eC_number=2.1.1.148;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49306.1;locus_tag=MIT9301_00266;product=Thymidylate synthase complementing protein ThyX		2.1.1.148		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49306.1	MIT9301_00266		MIT9301																			
MIT9301_00675	0.0857500285654894	-1.1070287961967136	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	601898	602155	.	+	0	ID=MIT9301_00675;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69989.1;locus_tag=MIT9301_00675;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69989.1	MIT9301_00675	conserved hypothetical protein	MIT9301																			
MIT9301_00524	-0.0407490365074084	0.0182172457928742	primosomal protein N' (replication factor Y)	MIT9301_1	Prodigal:2.6	CDS	456217	458493	.	+	0	ID=MIT9301_00524;Name=priA;gene=priA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69840.1;locus_tag=MIT9301_00524;product=primosomal protein N' (replication factor Y)	priA		priA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69840.1	MIT9301_00524		MIT9301																			
MIT9301_00307	0.053768746349654	-0.0269660638835288	putative pleiotropic regulatory protein	MIT9301_1	Prodigal:2.6	CDS	282915	284120	.	+	0	ID=MIT9301_00307;Name=degT;gene=degT;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18743.1;locus_tag=MIT9301_00307;product=putative pleiotropic regulatory protein	degT		degT	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18743.1	MIT9301_00307		MIT9301																			
MIT9301_01105	0.083167078236348	-0.0571725714462119	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	939535	939786	.	+	0	ID=MIT9301_01105;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50085.1;locus_tag=MIT9301_01105;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50085.1	MIT9301_01105	conserved hypothetical protein	MIT9301																			
MIT9301_01534	-0.0497112837046656	-0.108965283753678	putative sporulation protein SpoIID	MIT9301_1	Prodigal:2.6	CDS	1301094	1302269	.	-	0	ID=MIT9301_01534;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08945.1;locus_tag=MIT9301_01534;product=putative sporulation protein SpoIID				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08945.1	MIT9301_01534		MIT9301																			
MIT9301_01162	0.0621539249472407	0.4154281956151307	putative tRNA/rRNA methyltransferase	MIT9301_1	Prodigal:2.6	CDS	974375	975127	.	-	0	ID=MIT9301_01162;Name=lasT;gene=lasT;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70445.1;locus_tag=MIT9301_01162;product=putative tRNA/rRNA methyltransferase	lasT		lasT	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70445.1	MIT9301_01162		MIT9301																			
MIT9301_01516	-0.1041380655625361	0.4842745722805621	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1283598	1283921	.	-	0	ID=MIT9301_01516;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19789.1;locus_tag=MIT9301_01516;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19789.1	MIT9301_01516	conserved hypothetical protein	MIT9301																			
MIT9301_00796	-0.1024322784952762	0.5749856064492537	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	688633	688902	.	+	0	ID=MIT9301_00796;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17421.1;locus_tag=MIT9301_00796;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17421.1	MIT9301_00796	conserved hypothetical protein	MIT9301																			
MIT9301_00992	0.0314143940067036	-0.212637811476613	Methionyl-tRNA synthetase	MIT9301_1	Prodigal:2.6	CDS	864960	866504	.	+	0	ID=MIT9301_00992;eC_number=6.1.1.10;Name=metG;gene=metG;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70279.1;locus_tag=MIT9301_00992;product=Methionyl-tRNA synthetase	metG	6.1.1.10	metG	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70279.1	MIT9301_00992		MIT9301																			
MIT9301_00821	-0.0467857361819122	-0.3678427645753255	tyrosine binding protein	MIT9301_1	Prodigal:2.6	CDS	712663	714459	.	+	0	ID=MIT9301_00821;Name=typA / bipA;gene=typA / bipA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19221.1;locus_tag=MIT9301_00821;product=tyrosine binding protein	typA / bipA		typA / bipA	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19221.1	MIT9301_00821		MIT9301																			
MIT9301_01517	-0.0890740371132475	0.2308950323992043	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1284073	1284684	.	+	0	ID=MIT9301_01517;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50489.1;locus_tag=MIT9301_01517;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50489.1	MIT9301_01517	conserved hypothetical protein	MIT9301																			
